requirement_id,level,chapter,section,requirement,applicable,status,evidence,review_notes
V9.2.3,2,V9 Self-contained Tokens,V9.2 Token content,"Verify that the service only accepts tokens which are intended for use with that service (audience). For JWTs, this can be achieved by validating the 'aud' claim against an allowlist defined in the service.",Yes,Verified,"app/auth_utils.py JWT allowlist, issuer/audience/time validation; app/routers/oauth_google.py local ID-token verification; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V9.2.4,2,V9 Self-contained Tokens,V9.2 Token content,"Verify that, if a token issuer uses the same private key for issuing tokens to different audiences, the issued tokens contain an audience restriction that uniquely identifies the intended audiences. This will prevent a token from being reused with an unintended audience. If the audience identifier is dynamically provisioned, the token issuer must validate these audiences in order to make sure that they do not result in audience impersonation.",Yes,Verified,"app/auth_utils.py JWT allowlist, issuer/audience/time validation; app/routers/oauth_google.py local ID-token verification; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V10.1.1,2,V10 OAuth and OIDC,V10.1 Generic OAuth and OIDC Security,"Verify that tokens are only sent to components that strictly need them. For example, when using a backend-for-frontend pattern for browser-based JavaScript applications, access and refresh tokens shall only be accessible for the backend.",Yes,Verified,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V10.1.2,2,V10 OAuth and OIDC,V10.1 Generic OAuth and OIDC Security,"Verify that the client only accepts values from the authorization server (such as the authorization code or ID Token) if these values result from an authorization flow that was initiated by the same user agent session and transaction. This requires that client-generated secrets, such as the proof key for code exchange (PKCE) 'code_verifier', 'state' or OIDC 'nonce', are not guessable, are specific to the transaction, and are securely bound to both the client and the user agent session in which the transaction was started.",Yes,Verified,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V10.2.1,2,V10 OAuth and OIDC,V10.2 OAuth Client,"Verify that, if the code flow is used, the OAuth client has protection against browser-based request forgery attacks, commonly known as cross-site request forgery (CSRF), which trigger token requests, either by using proof key for code exchange (PKCE) functionality or checking the 'state' parameter that was sent in the authorization request.",Yes,Verified,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V10.2.2,2,V10 OAuth and OIDC,V10.2 OAuth Client,"Verify that, if the OAuth client can interact with more than one authorization server, it has a defense against mix-up attacks. For example, it could require that the authorization server return the 'iss' parameter value and validate it in the authorization response and the token response.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is configured with one authorization server, Google, so authorization-server mix-up is not possible."
V10.3.1,2,V10 OAuth and OIDC,V10.3 OAuth Resource Server,"Verify that the resource server only accepts access tokens that are intended for use with that service (audience). The audience may be included in a structured access token (such as the 'aud' claim in JWT), or it can be checked using the token introspection endpoint.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Glycofy is not an OAuth resource server and does not authorize API calls using third-party access tokens.
V10.3.2,2,V10 OAuth and OIDC,V10.3 OAuth Resource Server,"Verify that the resource server enforces authorization decisions based on claims from the access token that define delegated authorization. If claims such as 'sub', 'scope', and 'authorization_details' are present, they must be part of the decision.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Glycofy is not an OAuth resource server and does not authorize API calls using third-party access tokens.
V10.3.3,2,V10 OAuth and OIDC,V10.3 OAuth Resource Server,"Verify that if an access control decision requires identifying a unique user from an access token (JWT or related token introspection response), the resource server identifies the user from claims that cannot be reassigned to other users. Typically, it means using a combination of 'iss' and 'sub' claims.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Glycofy is not an OAuth resource server and does not authorize API calls using third-party access tokens.
V10.3.4,2,V10 OAuth and OIDC,V10.3 OAuth Resource Server,"Verify that, if the resource server requires specific authentication strength, methods, or recentness, it verifies that the presented access token satisfies these constraints. For example, if present, using the OIDC 'acr', 'amr' and 'auth_time' claims respectively.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Glycofy is not an OAuth resource server and does not authorize API calls using third-party access tokens.
V10.4.1,1,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,Verify that the authorization server validates redirect URIs based on a client-specific allowlist of pre-registered URIs using exact string comparison.,No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.2,1,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,"Verify that, if the authorization server returns the authorization code in the authorization response, it can be used only once for a token request. For the second valid request with an authorization code that has already been used to issue an access token, the authorization server must reject a token request and revoke any issued tokens related to the authorization code.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.3,1,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,Verify that the authorization code is short-lived. The maximum lifetime can be up to 10 minutes for L1 and L2 applications and up to 1 minute for L3 applications.,No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.4,1,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,"Verify that for a given client, the authorization server only allows the usage of grants that this client needs to use. Note that the grants 'token' (Implicit flow) and 'password' (Resource Owner Password Credentials flow) must no longer be used.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.5,1,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,"Verify that the authorization server mitigates refresh token replay attacks for public clients, preferably using sender-constrained refresh tokens, i.e., Demonstrating Proof of Possession (DPoP) or Certificate-Bound Access Tokens using mutual TLS (mTLS). For L1 and L2 applications, refresh token rotation may be used. If refresh token rotation is used, the authorization server must invalidate the refresh token after usage, and revoke all refresh tokens for that authorization if an already used and invalidated refresh token is provided.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.6,2,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,"Verify that, if the code grant is used, the authorization server mitigates authorization code interception attacks by requiring proof key for code exchange (PKCE). For authorization requests, the authorization server must require a valid 'code_challenge' value and must not accept a 'code_challenge_method' value of 'plain'. For a token request, it must require validation of the 'code_verifier' parameter.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.7,2,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,"Verify that if the authorization server supports unauthenticated dynamic client registration, it mitigates the risk of malicious client applications. It must validate client metadata such as any registered URIs, ensure the user's consent, and warn the user before processing an authorization request with an untrusted client application.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.8,2,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,"Verify that refresh tokens have an absolute expiration, including if sliding refresh token expiration is applied.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.9,2,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,"Verify that refresh tokens and reference access tokens can be revoked by an authorized user using the authorization server user interface, to mitigate the risk of malicious clients or stolen tokens.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.10,2,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,"Verify that confidential client is authenticated for client-to-authorized server backchannel requests such as token requests, pushed authorization requests (PAR), and token revocation requests.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.4.11,2,V10 OAuth and OIDC,V10.4 OAuth Authorization Server,Verify that the authorization server configuration only assigns the required scopes to the OAuth client.,No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Glycofy is an OAuth client/relying party, not an authorization server."
V10.5.1,2,V10 OAuth and OIDC,V10.5 OIDC Client,"Verify that the client (as the relying party) mitigates ID Token replay attacks. For example, by ensuring that the 'nonce' claim in the ID Token matches the 'nonce' value sent in the authentication request to the OpenID Provider (in OAuth2 refereed to as the authorization request sent to the authorization server).",Yes,Verified,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V10.5.2,2,V10 OAuth and OIDC,V10.5 OIDC Client,"Verify that the client uniquely identifies the user from ID Token claims, usually the 'sub' claim, which cannot be reassigned to other users (for the scope of an identity provider).",Yes,Verified,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V10.5.3,2,V10 OAuth and OIDC,V10.5 OIDC Client,Verify that the client rejects attempts by a malicious authorization server to impersonate another authorization server through authorization server metadata. The client must reject authorization server metadata if the issuer URL in the authorization server metadata does not exactly match the pre-configured issuer URL expected by the client.,Yes,Verified,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V10.5.4,2,V10 OAuth and OIDC,V10.5 OIDC Client,Verify that the client validates that the ID Token is intended to be used for that client (audience) by checking that the 'aud' claim from the token is equal to the 'client_id' value for the client.,Yes,Verified,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V10.5.5,2,V10 OAuth and OIDC,V10.5 OIDC Client,"Verify that, when using OIDC back-channel logout, the relying party mitigates denial of service through forced logout and cross-JWT confusion in the logout flow. The client must verify that the logout token is correctly typed with a value of 'logout+jwt', contains the 'event' claim with the correct member name, and does not contain a 'nonce' claim. Note that it is also recommended to have a short expiration (e.g., 2 minutes).",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Glycofy does not implement OIDC back-channel logout.
V10.6.1,2,V10 OAuth and OIDC,V10.6 OpenID Provider,"Verify that the OpenID Provider only allows values 'code', 'ciba', 'id_token', or 'id_token code' for response mode. Note that 'code' is preferred over 'id_token code' (the OIDC Hybrid flow), and 'token' (any Implicit flow) must not be used.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Glycofy is not an OpenID Provider.
V10.6.2,2,V10 OAuth and OIDC,V10.6 OpenID Provider,"Verify that the OpenID Provider mitigates denial of service through forced logout. By obtaining explicit confirmation from the end-user or, if present, validating parameters in the logout request (initiated by the relying party), such as the 'id_token_hint'.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py",Glycofy is not an OpenID Provider.
V10.7.1,2,V10 OAuth and OIDC,V10.7 Consent Management,"Verify that the authorization server ensures that the user consents to each authorization request. If the identity of the client cannot be assured, the authorization server must always explicitly prompt the user for consent.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Authorization-server consent management is provided by Google, not Glycofy."
V10.7.2,2,V10 OAuth and OIDC,V10.7 Consent Management,"Verify that when the authorization server prompts for user consent, it presents sufficient and clear information about what is being consented to. When applicable, this should include the nature of the requested authorizations (typically based on scope, resource server, Rich Authorization Requests (RAR) authorization details), the identity of the authorized application, and the lifetime of these authorizations.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Authorization-server consent management is provided by Google, not Glycofy."
V10.7.3,2,V10 OAuth and OIDC,V10.7 Consent Management,"Verify that the user can review, modify, and revoke consents which the user has granted through the authorization server.",No,Not applicable,"app/routers/oauth_google.py signed state, nonce, issuer, subject and audience validation; tests/test_account_trust.py","Authorization-server consent management is provided by Google, not Glycofy."
V11.1.1,2,V11 Cryptography,V11.1 Cryptographic Inventory and Documentation,"Verify that there is a documented policy for management of cryptographic keys and a cryptographic key lifecycle that follows a key management standard such as NIST SP 800-57. This should include ensuring that keys are not overshared (for example, with more than two entities for shared secrets and more than one entity for private keys).",Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.1.2,2,V11 Cryptography,V11.1 Cryptographic Inventory and Documentation,"Verify that a cryptographic inventory is performed, maintained, regularly updated, and includes all cryptographic keys, algorithms, and certificates used by the application. It must also document where keys can and cannot be used in the system, and the types of data that can and cannot be protected using the keys.",Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.2.1,2,V11 Cryptography,V11.2 Secure Cryptography Implementation,Verify that industry-validated implementations (including libraries and hardware-accelerated implementations) are used for cryptographic operations.,Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.2.2,2,V11 Cryptography,V11.2 Secure Cryptography Implementation,"Verify that the application is designed with crypto agility such that random number, authenticated encryption, MAC, or hashing algorithms, key lengths, rounds, ciphers and modes can be reconfigured, upgraded, or swapped at any time, to protect against cryptographic breaks. Similarly, it must also be possible to replace keys and passwords and re-encrypt data. This will allow for seamless upgrades to post-quantum cryptography (PQC), once high-assurance implementations of approved PQC schemes or standards are widely available.",Yes,Partial,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,"Algorithms and keys are versioned/configurable, but a rehearsed bulk re-encryption procedure for every encrypted database value is not yet automated."
V11.2.3,2,V11 Cryptography,V11.2 Secure Cryptography Implementation,"Verify that all cryptographic primitives utilize a minimum of 128-bits of security based on the algorithm, key size, and configuration. For example, a 256-bit ECC key provides roughly 128 bits of security where RSA requires a 3072-bit key to achieve 128 bits of security.",Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.3.1,1,V11 Cryptography,V11.3 Encryption Algorithms,"Verify that insecure block modes (e.g., ECB) and weak padding schemes (e.g., PKCS#1 v1.5) are not used.",Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.3.2,1,V11 Cryptography,V11.3 Encryption Algorithms,Verify that only approved ciphers and modes such as AES with GCM are used.,Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.3.3,2,V11 Cryptography,V11.3 Encryption Algorithms,Verify that encrypted data is protected against unauthorized modification preferably by using an approved authenticated encryption method or by combining an approved encryption method with an approved MAC algorithm.,Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.4.1,1,V11 Cryptography,V11.4 Hashing and Hash-based Functions,"Verify that only approved hash functions are used for general cryptographic use cases, including digital signatures, HMAC, KDF, and random bit generation. Disallowed hash functions, such as MD5, must not be used for any cryptographic purpose.",Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.4.2,2,V11 Cryptography,V11.4 Hashing and Hash-based Functions,"Verify that passwords are stored using an approved, computationally intensive, key derivation function (also known as a ""password hashing function""), with parameter settings configured based on current guidance. The settings should balance security and performance to make brute-force attacks sufficiently challenging for the required level of security.",Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.4.3,2,V11 Cryptography,V11.4 Hashing and Hash-based Functions,"Verify that hash functions used in digital signatures, as part of data authentication or data integrity are collision resistant and have appropriate bit-lengths. If collision resistance is required, the output length must be at least 256 bits. If only resistance to second pre-image attacks is required, the output length must be at least 128 bits.",Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.4.4,2,V11 Cryptography,V11.4 Hashing and Hash-based Functions,Verify that the application uses approved key derivation functions with key stretching parameters when deriving secret keys from passwords. The parameters in use must balance security and performance to prevent brute-force attacks from compromising the resulting cryptographic key.,Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.5.1,2,V11 Cryptography,V11.5 Random Values,Verify that all random numbers and strings which are intended to be non-guessable must be generated using a cryptographically secure pseudo-random number generator (CSPRNG) and have at least 128 bits of entropy. Note that UUIDs do not respect this condition.,Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V11.6.1,2,V11 Cryptography,V11.6 Public Key Cryptography,"Verify that only approved cryptographic algorithms and modes of operation are used for key generation and seeding, and digital signature generation and verification. Key generation algorithms must not generate insecure keys vulnerable to known attacks, for example, RSA keys which are vulnerable to Fermat factorization.",Yes,Verified,docs/SECURITY_BASELINE.md cryptographic inventory; app/encrypted_types.py; app/auth_utils.py; app/services/user_sessions.py,Implementation and regression evidence reviewed on 2026-09-17.
V12.1.1,1,V12 Secure Communication,V12.1 General TLS Security Guidance,"Verify that only the latest recommended versions of the TLS protocol are enabled, such as TLS 1.2 and TLS 1.3. The latest version of the TLS protocol must be the preferred option.",Yes,Inherited,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,Public TLS protocol policy is enforced by Cloudflare and Render's managed edge.
V12.1.2,2,V12 Secure Communication,V12.1 General TLS Security Guidance,"Verify that only recommended cipher suites are enabled, with the strongest cipher suites set as preferred. L3 applications must only support cipher suites which provide forward secrecy.",Yes,Inherited,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,Public cipher-suite policy is enforced by Cloudflare and Render's managed edge.
V12.1.3,2,V12 Secure Communication,V12.1 General TLS Security Guidance,Verify that the application validates that mTLS client certificates are trusted before using the certificate identity for authentication or authorization.,No,Not applicable,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,Glycofy does not use client-certificate identity for authentication or authorization.
V12.2.1,1,V12 Secure Communication,V12.2 HTTPS Communication with External Facing Services,"Verify that TLS is used for all connectivity between a client and external facing, HTTP-based services, and does not fall back to insecure or unencrypted communications.",Yes,Inherited,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,Cloudflare and Render enforce HTTPS on the public application service.
V12.2.2,1,V12 Secure Communication,V12.2 HTTPS Communication with External Facing Services,Verify that external facing services use publicly trusted TLS certificates.,Yes,Inherited,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,Cloudflare and Render provision and renew publicly trusted certificates.
V12.3.1,2,V12 Secure Communication,V12.3 General Service to Service Communication Security,"Verify that an encrypted protocol such as TLS is used for all inbound and outbound connections to and from the application, including monitoring systems, management tools, remote access and SSH, middleware, databases, mainframes, partner systems, or external APIs. The server must not fall back to insecure or unencrypted protocols.",Yes,Verified,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,Implementation and regression evidence reviewed on 2026-09-17.
V12.3.2,2,V12 Secure Communication,V12.3 General Service to Service Communication Security,Verify that TLS clients validate certificates received before communicating with a TLS server.,Yes,Verified,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,Implementation and regression evidence reviewed on 2026-09-17.
V12.3.3,2,V12 Secure Communication,V12.3 General Service to Service Communication Security,"Verify that TLS or another appropriate transport encryption mechanism used for all connectivity between internal, HTTP-based services within the application, and does not fall back to insecure or unencrypted communications.",No,Not applicable,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,The current deployment is a single application process with no internal HTTP service hop.
V12.3.4,2,V12 Secure Communication,V12.3 General Service to Service Communication Security,"Verify that TLS connections between internal services use trusted certificates. Where internally generated or self-signed certificates are used, the consuming service must be configured to only trust specific internal CAs and specific self-signed certificates.",Yes,Partial,Cloudflare and Render managed TLS; app/db.py requires PostgreSQL TLS; HTTPS-only provider URLs; tests/test_edge_configuration.py,"PostgreSQL transport now requires TLS, but Render's internal certificate is not pinned to a Glycofy-specific CA/certificate."
V13.1.1,2,V13 Configuration,V13.1 Configuration Documentation,Verify that all communication needs for the application are documented. This must include external services which the application relies upon and cases where an end user might be able to provide an external location to which the application will then connect.,Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V13.2.1,2,V13 Configuration,V13.2 Backend Communication Configuration,"Verify that communications between backend application components that don't support the application's standard user session mechanism, including APIs, middleware, and data layers, are authenticated. Authentication must use individual service accounts, short-term tokens, or certificate-based authentication and not unchanging credentials such as passwords, API keys, or shared accounts with privileged access.",Yes,Partial,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,"Provider APIs and PostgreSQL necessarily use long-lived provider-issued keys/passwords; rotation and least privilege mitigate this, but short-lived workload identity is unavailable."
V13.2.2,2,V13 Configuration,V13.2 Backend Communication Configuration,"Verify that communications between backend application components, including local or operating system services, APIs, middleware, and data layers, are performed with accounts assigned the least necessary privileges.",Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V13.2.3,2,V13 Configuration,V13.2 Backend Communication Configuration,"Verify that if a credential has to be used for service authentication, the credential being used by the consumer is not a default credential (e.g., root/root or admin/admin).",Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V13.2.4,2,V13 Configuration,V13.2 Backend Communication Configuration,"Verify that an allowlist is used to define the external resources or systems with which the application is permitted to communicate (e.g., for outbound requests, data loads, or file access). This allowlist can be implemented at the application layer, web server, firewall, or a combination of different layers.",Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V13.2.5,2,V13 Configuration,V13.2 Backend Communication Configuration,Verify that the web or application server is configured with an allowlist of resources or systems to which the server can send requests or load data or files from.,Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V13.3.1,2,V13 Configuration,V13.3 Secret Management,"Verify that a secrets management solution, such as a key vault, is used to securely create, store, control access to, and destroy backend secrets. These could include passwords, key material, integrations with databases and third-party systems, keys and seeds for time-based tokens, other internal secrets, and API keys. Secrets must not be included in application source code or included in build artifacts. For an L3 application, this must involve a hardware-backed solution such as an HSM.",Yes,Inherited,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Backend secrets are stored outside source and build artifacts in Render's encrypted environment-secret facility.
V13.3.2,2,V13 Configuration,V13.3 Secret Management,Verify that access to secret assets adheres to the principle of least privilege.,Yes,Inherited,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Secret access is restricted through the owner-controlled Render workspace and MFA-protected identity.
V13.4.1,1,V13 Configuration,V13.4 Unintended Information Leakage,"Verify that the application is deployed either without any source control metadata, including the .git or .svn folders, or in a way that these folders are inaccessible both externally and to the application itself.",Yes,Partial,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,"Source-control metadata is not web-served and Render builds isolate the service, but absence of .git from the runtime image requires platform artifact evidence."
V13.4.2,2,V13 Configuration,V13.4 Unintended Information Leakage,Verify that debug modes are disabled for all components in production environments to prevent exposure of debugging features and information leakage.,Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V13.4.3,2,V13 Configuration,V13.4 Unintended Information Leakage,Verify that web servers do not expose directory listings to clients unless explicitly intended.,Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V13.4.4,2,V13 Configuration,V13.4 Unintended Information Leakage,"Verify that using the HTTP TRACE method is not supported in production environments, to avoid potential information leakage.",Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V13.4.5,2,V13 Configuration,V13.4 Unintended Information Leakage,Verify that documentation (such as for internal APIs) and monitoring endpoints are not exposed unless explicitly intended.,Yes,Verified,docs/SECURITY_BASELINE.md communications/secrets inventory; Render environment secrets; fixed provider endpoints; production docs disabled in app/main.py,Implementation and regression evidence reviewed on 2026-09-17.
V14.1.1,2,V14 Data Protection,V14.1 Data Protection Documentation,"Verify that all sensitive data created and processed by the application has been identified and classified into protection levels. This includes data that is only encoded and therefore easily decoded, such as Base64 strings or the plaintext payload inside a JWT. Protection levels need to take into account any data protection and privacy regulations and standards which the application is required to comply with.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
V14.1.2,2,V14 Data Protection,V14.1 Data Protection Documentation,"Verify that all sensitive data protection levels have a documented set of protection requirements. This must include (but not be limited to) requirements related to general encryption, integrity verification, retention, how the data is to be logged, access controls around sensitive data in logs, database-level encryption, privacy and privacy-enhancing technologies to be used, and other confidentiality requirements.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
V14.2.1,1,V14 Data Protection,V14.2 General Data Protection,"Verify that sensitive data is only sent to the server in the HTTP message body or header fields, and that the URL and query string do not contain sensitive information, such as an API key or session token.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
